ИД	УРЛ
941d3aa7a6f64d1e902d9971d99c5c80	https://www.verbformen.de/konjugation/?w=leben
ba937174b86a497da5eec1db5fd70e20	https://www.verbformen.de/konjugation/?w=kaufen
a523269f524b4214895afe160b0ff5c0	https://www.verbformen.de/konjugation/?w=lernen
fe558125f654499b992124951f620660	https://www.verbformen.de/konjugation/?w=machen
45b804484ee04976976e27f0833669e0	https://www.verbformen.de/konjugation/?w=arbeiten
993825d5143143b2bee57ecf5dbe2ae0	https://www.verbformen.de/konjugation/?w=legen
81475909c37742f98c726cdf69c8c540	https://www.verbformen.de/konjugation/?w=stellen
aee4192ac2a9482ab6a67b5269ac05f0	https://www.verbformen.de/konjugation/?w=setzen
689d9e2d294449e5ac908a091ab80830	https://www.verbformen.de/konjugation/?w=planen
fdb633231dfd46ac97024c071b8d52b0	https://www.verbformen.de/konjugation/?w=sagen
7a4c5e383c16453481e6dd3f77e53c80	https://www.verbformen.de/konjugation/?w=ändern
30b55a884c844b5ba1958b2c08ad3980	https://www.verbformen.de/konjugation/?w=fragen
7dad948e54db405899240ee51c73dd90	https://www.verbformen.de/konjugation/?w=glauben
176cbc4bcb51468dac16335ef5ba2a80	https://www.verbformen.de/konjugation/?w=hören
3deb6d64fcd34e58bd5a58b2c6836df0	https://www.verbformen.de/konjugation/?w=zeigen
ef02597811364c20a152f284550b97d0	https://www.verbformen.de/konjugation/?w=reden
2102cef3418944be81f20e4546a50060	https://www.verbformen.de/konjugation/?w=suchen
4261e807ac8f417bba0b24a7c15fd440	https://www.verbformen.de/konjugation/?w=lieben
07ac2b6a0e83404fa49e3515fdd91510	https://www.verbformen.de/konjugation/?w=führen
9e12923fd83e48d5ac08ab01dea6ca20	https://www.verbformen.de/konjugation/?w=beginnen
0722f94042f4425ea6043bded0d6a820	https://www.verbformen.de/konjugation/?w=bekommen
61788414796a4bf38732695db87aab90	https://www.verbformen.de/konjugation/?w=bieten
41b7fa646a26475aa6023ed1a1439270	https://www.verbformen.de/konjugation/?w=bitten
b634c93aecec4427a1eeaad25c640be0	https://www.verbformen.de/konjugation/?w=bleiben
880e152c93b1412eb549c3d64420e970	https://www.verbformen.de/konjugation/?w=brennen
f22afb424f1a4ed5b6f1492fa8e65140	https://www.verbformen.de/konjugation/?w=bringen
037e5cd387d04496ae542cf484594e40	https://www.verbformen.de/konjugation/?w=denken
4157813edfb24ffc952f1bd9ccf1d9b0	https://www.verbformen.de/konjugation/?w=dürfen
f8924411091446248d30895d161966f0	https://www.verbformen.de/konjugation/?w=empfehlen
de07bde59ede40c694d1ab603dc6b870	https://www.verbformen.de/konjugation/?w=essen
626a3120c18f4744995429cca9f927d0	https://www.verbformen.de/konjugation/?w=fahren
923c9a3057f74ffd93f387ac559dc800	https://www.verbformen.de/konjugation/?w=fallen
04f1c7d7a69a4329a9595814c7d72bf0	https://www.verbformen.de/konjugation/?w=finden
b2d8d718e2194ae89d99f29132781760	https://www.verbformen.de/konjugation/?w=fliegen
dbdd587dc8b44137a35899f6ccfa65c0	https://www.verbformen.de/konjugation/?w=fliehen
78800cc773684261b84d4c6e507cd570	https://www.verbformen.de/konjugation/?w=frieren
1d258aed486a429f8ca7220b8377eb50	https://www.verbformen.de/konjugation/?w=geben
dcdf694156264a89a4f4869a19e3b920	https://www.verbformen.de/konjugation/?w=gefallen
78d721ef79ac4371b52216f34dd7cbb0	https://www.verbformen.de/konjugation/?w=gehen
70493c0d97674efb8d66218c9e08dfa0	https://www.verbformen.de/konjugation/?w=gelten
12cbde2735cc40fb805198522fbc41e0	https://www.verbformen.de/konjugation/?w=geschehen
842afa4193eb48e787d7243425731e30	https://www.verbformen.de/konjugation/?w=gewinnen
94c6eafd33f846e78df61ec02a834630	https://www.verbformen.de/konjugation/?w=haben
a3e89d5fe1dd422aac35e87fafd83910	https://www.verbformen.de/konjugation/?w=halten
f88c27035229457d855fa3a42fa14e90	https://www.verbformen.de/konjugation/?w=hängen
76129727065b498db4296bed909600b0	https://www.verbformen.de/konjugation/?w=heben
65c6b04077f64dd1809c01724bbb8c60	https://www.verbformen.de/konjugation/?w=heißen
3f6e2534046d42a4897dcae5c4612d30	https://www.verbformen.de/konjugation/?w=helfen
203c69829ec449f59595bbdf231f4bb0	https://www.verbformen.de/konjugation/?w=kennen
67313ec67865418d8e3a0662a30e5a20	https://www.verbformen.de/konjugation/?w=klingen
b876487e17854bfb88e7b0b2270db360	https://www.verbformen.de/konjugation/?w=kommen
c102919b1f7f43bd975c3e5c4d16d660	https://www.verbformen.de/konjugation/?w=können
d5a0b281ce924d9290128ac0618fe2b0	https://www.verbformen.de/konjugation/?w=laden
