ИД	УРЛ
941d3aa7a6f64d1e902d9971d99c5c80	https://www.verbformen.de/konjugation/?w=leben
ba937174b86a497da5eec1db5fd70e20	https://www.verbformen.de/konjugation/?w=kaufen
a523269f524b4214895afe160b0ff5c0	https://www.verbformen.de/konjugation/?w=lernen
fe558125f654499b992124951f620660	https://www.verbformen.de/konjugation/?w=machen
45b804484ee04976976e27f0833669e0	https://www.verbformen.de/konjugation/?w=arbeiten
993825d5143143b2bee57ecf5dbe2ae0	https://www.verbformen.de/konjugation/?w=legen
81475909c37742f98c726cdf69c8c540	https://www.verbformen.de/konjugation/?w=stellen
aee4192ac2a9482ab6a67b5269ac05f0	https://www.verbformen.de/konjugation/?w=setzen
689d9e2d294449e5ac908a091ab80830	https://www.verbformen.de/konjugation/?w=planen
fdb633231dfd46ac97024c071b8d52b0	https://www.verbformen.de/konjugation/?w=sagen
7a4c5e383c16453481e6dd3f77e53c80	https://www.verbformen.de/konjugation/?w=ändern
30b55a884c844b5ba1958b2c08ad3980	https://www.verbformen.de/konjugation/?w=fragen
7dad948e54db405899240ee51c73dd90	https://www.verbformen.de/konjugation/?w=glauben
176cbc4bcb51468dac16335ef5ba2a80	https://www.verbformen.de/konjugation/?w=hören
3deb6d64fcd34e58bd5a58b2c6836df0	https://www.verbformen.de/konjugation/?w=zeigen
ef02597811364c20a152f284550b97d0	https://www.verbformen.de/konjugation/?w=reden
2102cef3418944be81f20e4546a50060	https://www.verbformen.de/konjugation/?w=suchen
4261e807ac8f417bba0b24a7c15fd440	https://www.verbformen.de/konjugation/?w=lieben
07ac2b6a0e83404fa49e3515fdd91510	https://www.verbformen.de/konjugation/?w=führen
